gcode,ReleaseDate,ListPrice,Brand,Series Title,Character Name,Sculptor,Scale,Size,Material
FIGURE-009839,2015-08-01 00:00:00,3300,,K-On!,Ritsu Tainaka,M.I.C. ,Non-scale,Approx. H100mm,"ATBC-PVC, ABS"
FIGURE-019446,2016-12-01 00:00:00,21800,FREEing,Infinite Stratos (IS),Lingyin Huang(Lingyin Huang/Lingyin Huang),FREEing ,1/4,Approx. H420mm,
FIGURE-007014-R,2014-11-01 00:00:00,7080,Kotobukiya,"""Monogatari"" Series",Shinobu Oshino(Kiss-Shot Acerola-Orion Heart-Under-Blade),,1/8,Approx. H19cm,
FIGURE-015801,2016-06-01 00:00:00,17064,Mouse Unit,Wagaya no Liliana-san,Liliana-san,Justice MouseUnit,1/5,Approx. L28.5cm,PVC
FIG-MOE-4039,2011-12-01 00:00:00,18480,Q-six,Queen's Blade,Tomoe,Takashi Ozuki ,1/6,Approx. H17cm,Fresh Polystone
FIGURE-028853,2017-12-01 00:00:00,14080,ques Q,Girls und Panzer,Darjeeling,Missile ,1/7,Approx. H22cm,PVC (partly ABS)
FIGURE-052021,2020-09-01 00:00:00,17050,Flare,To Love-Ru Darkness,Golden Darkness (Konjiki no Yami),French Doll Cerberus Project TM,,Approx. H180mm,
FIG-MOE-08561-R,2009-11-01 00:00:00,1980,Banpresto,Lupin the 3rd,Fujiko Mine,,,Approx. 26cm,
FIGURE-057868,2020-08-01 00:00:00,2200,Bandai,Demon Slayer: Kimetsu no Yaiba,Nezuko Kamado,,,18cm,
FIG-MOE-2621,2011-09-01 00:00:00,7480,Kotobukiya,"""Evangelion"" Series",Asuka Langley Soryu(Asuka Langley Shikinami),Uzou ,1/7,Approx. H135mm,
FIGURE-001016,2013-12-01 00:00:00,14040,Daiki Kogyo,Ane to Boin,Ringo Hanamaru,Vispo ,1/6,Approx. H180mm,
HOB-FIG-3838,2006-10-01 00:00:00,4320,Alter,Tsukuyomi,Hazuki,Nekomaru ,1/8,Approx. H10cm,
FIGURE-611424,2021-06-01 00:00:00,13750,Fengrong,,,FENGRONG ,1/7,Approx. H24cm,"PVC, ABS"
FIGURE-026233,2017-04-01 00:00:00,16280,A+,Walkure Romanze,Akane Ryuzoji,Ryuusuke ,1/6,Approx. H27cm x W16cm x D14cm,Figure: PVC / Outfit: Silicone
FIGURE-052837,2020-08-01 00:00:00,17600,OrchidSeed,"""Queen's Blade"" Series",Tomoe,Masanori Tanaka Jet Stream,1/6,H295mm,"PVC, ABS"
FIGURE-034076,2018-01-01 00:00:00,19224,Lechery,Original Character,Akane Indo,Souyokusha ,1/5,Approx. H22cm,"Figure Main Part: PVC, ABS / Chain: Metal"
FIGURE-004384,2014-05-01 00:00:00,14040,,Original Character: Lechery,Alice,Hikaru ,1/6,,"Candyresin, PVC"
FIG-MOE-3849,2011-12-01 00:00:00,33524,Real Art Project,,Reiko,IBUKI Rasetsu,,Approx. H37cm (Reiko: Approx. 29cm),
FIG-MOE-2447,2011-06-01 00:00:00,1026,Medicom Toy,Bakuman.,Miho Azuki,MOTOR KEN ,,Approx. H60mm,
HOB-FIG-8999,2008-07-01 00:00:00,6380,cLayz,,,Takeshi Miyagawa T's system.,1/6,,
FIGURE-118944,2021-02-01 00:00:00,17930,FuRyu,To Love-Ru Darkness,Mikan Yuuki,Deru ,1/7,Approx. H200mm,"PVC, ABS"
FIGURE-033658-R,2017-10-01 00:00:00,14080,HOBBY MAX,"""Fate"" Series",Nero Claudius(Saber/Caster),Hachiman hobbymax Shanghai,1/8,Approx. H240mm,ABS & PVC
FIGURE-018620,2017-05-01 00:00:00,18900,Revolve,GRANBLUE FANTASY,De La Fille,Nobuta Revolve,1/8,Approx. 230mm,
FIGURE-015626,2016-04-01 00:00:00,13824,Alter,Strike Witches 2,Charlotte E. Yeager(Shirley),Missile ,1/8,Approx. L270mm (including base),
HOB-FIG-7059,2008-01-01 00:00:00,5184,Kotobukiya,CLANNAD,Fuko Ibuki,Hirotoshi Nakamura ,1/8,Approx. H170mm,
FIGURE-004527,2014-07-01 00:00:00,9180,,Danganronpa,Chiaki Nanami,,1/10,Nanami Chiaki Approx. 15cm including base/ Monomi Approx. 7cm including base,"PVC, ABS"
FIGURE-039196,2019-04-01 00:00:00,15180,ques Q,Girls und Panzer,Maho Nishizumi,Akisame ,1/7,Main Part: Approx. H22cm,"PVC, ABS"
FIGURE-049475,2019-11-01 00:00:00,15950,Union Creative,To Love-Ru Darkness,Ryouko Mikado,Design COCO ,1/6,Approx. H15cm,"Main Part: ATBC-PVC, ABS"
FIGURE-021551,2017-03-01 00:00:00,19580,Amie-Grand,Neon Genesis Evangelion,Rei Ayanami,suzu ATOMIC-BOM,1/6,H14.5cm including base,
FIG-MOE-0835,2009-09-01 00:00:00,7560,Atelier Sai,Chrome Shelled Regios,Feli Loss,Tadao Kouno ,1/8,,
HOB-FIG-3310,2006-04-01 00:00:00,13824,Bandai,Mobile Suit Gundam SEED,Cagalli Yula Athha,Vice ,Size: Appx. 160mm Tall (1/7 Scale),,
FIGURE-010626-R,2015-08-01 00:00:00,2980,FuRyu,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Hestia,,,Approx. 18cm,
FIGURE-054439,2020-06-01 00:00:00,13800,Myethos,,,SunYaMing ,1/7,Approx. H250mm,ABS&PVC
FIGURE-014795-R,2015-11-01 00:00:00,780,Banpresto,"""THE IDOLM@STER"" Series",Yukiho Hagiwara,,,Approx. 18cm,
HOB-FIG-7197,2008-01-01 00:00:00,5616,C-Works,Bible Black,Kaori Saeki,Tainiidou TinyKid C-Works,1/6,Approx. H110 x L200mm,PVC
FIGURE-022916-R,2016-10-01 00:00:00,1480,Banpresto,Puella Magi Madoka Magica,Madoka Kaname,,,Approx. 17cm,
FIG-MOE-4999,2012-05-01 00:00:00,13200,,,Mari,,1/6,,"Candyresin/ Desk: ABS/ Hair, Clothes: PVC"
HOB-FIG-5006,2007-10-01 00:00:00,4936,Max Factory,The Melancholy of Haruhi Suzumiya,Mikuru Asahina,Chieri ,1/8,Approx. H190mm,
FIGURE-055148,2020-06-01 00:00:00,16280,Lechery,Boku to Nurse no Kenshuu Nisshi,Mio Akagi,Party Look ,1/6,Approx. H21cm,"PVC, ABS"
FIG-MOE-0882,2009-09-01 00:00:00,3024,Tomytec,,,,1/10,Approx. L15.5cm,"PVC, ABS/ Base: ABS/ Sabo: Stainless"
FIGURE-022914-R,2016-10-01 00:00:00,1480,Banpresto,"""Monogatari"" Series",Hitagi Senjougahara,,,Approx. 18cm,
HOB-FIG-6021,2007-12-01 00:00:00,7344,Griffon Enterprises,My-Otome,Arika Yumemiya,Masahiro Yamamoto ,1/7,Approx. H256mm in total (figure approx. H215mm alone),
FIG-MOE-2111,2010-09-01 00:00:00,3240,,,,Kenji Sawatari ,,,
HOB-FIG-9113,2008-08-01 00:00:00,7678,Toy's Works,Ikkitousen (Battle Vixens),Unchou Kan-u,,,Approx. 200mm (Approx. 210mm with base),PVC/ Base: ABS
FIGURE-010898,2015-09-01 00:00:00,23800,FREEing,Eiyuu*Senki,Percival,FREEing ,1/4,Approx. H320mm (including bunny ears),
FIGURE-057488,2020-11-01 00:00:00,17600,KADOKAWA,Movie KonoSuba: God's Blessing on this Wonderful World! Kurenai Densetsu,Megumin,Design COCO ,1/7,Approx. H220mm,ABS & PVC
FIG-MOE-4995,2012-05-01 00:00:00,18480,,Ikkitousen (Battle Vixens),Shimei Ryomou,Takayuki Shiragami ,1/6,,
FIG-MOE-0317,,4104,MegaHouse,History's Strongest Disciple Kenichi,Miu Furinji,,,,
FIGURE-119400,2021-10-01 00:00:00,16280,Phat Company,We Never Learn,Uruka Takemoto,Yusuke Masaki ,1/7,Approx. H230mm,ABS & PVC
FIGURE-000063,2013-07-01 00:00:00,12960,,Date A Live,Yoshino,,1/7,H210mm,
FIGURE-030006,2019-12-01 00:00:00,13037,Stronger,Fate/stay night,Rin Tohsaka,Mamoru Manzoku Knead,1/7,Up to the Head: 24cm,PVC & ABS
FIG-MOE-2343,2011-05-01 00:00:00,8172,Good Smile Company,"""VOCALOID"" Series",Hatsune Miku,Sakurako Iwanaga Shokubutsu Shoujoen,1/8,Approx. H200mm,
FIGURE-012282,2016-01-01 00:00:00,12980,Alter,To Love-Ru Darkness,Yui Kotegawa,Teruyuki ,1/7,Approx. H230mm,
FIGURE-030798-R,2017-10-01 00:00:00,1380,Banpresto,Puella Magi Madoka Magica Side Story Magia Record,Iroha Tamaki,,,Approx. H16cm,
FIGURE-056460,2021-01-01 00:00:00,2200,Bandai,"""Evangelion"" Series",Rei Ayanami,,,18cm,
FIG-MOE-1576,2010-07-01 00:00:00,10266,Good Smile Company,Magical Girl Lyrical Nanoha StrikerS,Teana Lanster,Good Smile Company x Liquid Stone ,1/8,Approx. H180mm,
FIGURE-056022,2020-11-01 00:00:00,3532,B'full,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,"toshi, Ururumochi B'full",,Approx. 125mm (non-scale),PVC/ABS
FIGURE-000893,2013-08-01 00:00:00,10120,,Sword Art Online,Yui,"F, KE mskmodel",1/1,Approx. H15.5cm/ Approx. 19cm with stand,
FIGURE-029513,2018-11-01 00:00:00,11880,Griffon Enterprises,Silent Mobius,Kiddie Phenyl,TEAM GENESIS ,1/7,Approx. H17.5cm (gun included),"ABS, PVC"
HOB-FIG-2918,2005-12-01 00:00:00,2916,Takara Tomy A.R.T.S,Rozen Maiden,Suiseiseki,Hatsumi 83C,,Approx. H14cm,"PVC, ABS, other"
FIG-MOE-8642,2013-10-01 00:00:00,18480,Q-six,Kisei Juui Suzune,Suzune,Clumsy Zero ,1/6,Approx. 18.5cm,Polystone (Partially PVC)
FIGURE-056002,2020-03-01 00:00:00,21780,Bellfine,BlazBlue,Es,Akachomu ,1/7,Approx. H230mm,"PVC, ABS, Iron"
FIGURE-034067,2018-08-01 00:00:00,16280,Phat Company,"""Fate"" Series",Tamamo no Mae(Caster/Lancer),Yusuke Masaki ,1/6,Approx. H150mm,ABS & PVC
FIG-MOE-0122,2009-10-01 00:00:00,8023,Art Storm,Original Character: Shunya Yamashita,Nasca,Shigeru Yamazaki ,1/6,Approx. H240mm,
HOB-FIG-9128,2008-09-01 00:00:00,5184,Moon Toys,,Elizabeth,"Noritaka Fukumoto, Ken Suzuki ",1/10,Approx. H160mm,
HOB-FIG-5076B,2007-07-01 00:00:00,1260,Banpresto,BLEACH,Rangiku Matsumoto,,,Approx. 16cm,
HOB-FIG-2801B,2006-02-01 00:00:00,2728,WAVE,Neon Genesis Evangelion,,,,Approx. 14cm (non-scale),
FIGURE-053047,2020-12-01 00:00:00,24640,ques Q,Touhou Project,Kokoro Hatano,Mederukin ,1/8,Approx. H21cm,
FIGURE-036965,2018-07-01 00:00:00,12744,WAVE,Girls und Panzer,Darjeeling,Chizuru Tsuru-no-yakata,1/8,Approx. H22cm,PVC (partially ABS)
FIG-MOE-0674,2009-07-01 00:00:00,16280,SkyTube,Ikkitousen (Battle Vixens),Housen Ryofu,EGG ,1/6,,
FIGURE-016835,2016-04-01 00:00:00,25080,A-TOYS,Tsunpuri,Diana,studio0298 ,1/4,"H28.5cm, W13.5cm, D14.5cm",Polyresin
FIGURE-038458,2019-01-01 00:00:00,16280,ques Q,Touhou Project,Reimu Hakurei,i-con Aiiro Sorairo,,Approx. H17cm,PVC (partly ABS)
FIGURE-052980,2020-03-01 00:00:00,3900,Good Smile Arts Shanghai,Bilibili Douga,22 Nyan,Shinya Iguchi ,,Approx. H170mm (non-scale),
FIGURE-040008,2019-02-01 00:00:00,6926,Max Factory,"""Fate"" Series",Paul Bunyan(Berserker),YOSHI ,,Approx. H145mm (non-scale),Soft Vinyl
FIG-MOE-2409,2012-12-01 00:00:00,19224,Medicom Toy,Bakuman.,Ko Aoki,PERFECT-STUDIO ,,Approx. H300mm,
FIGURE-055267-R,2020-01-01 00:00:00,18678,HobbyJAPAN,Endro-!,Meiza Endust(Mei),Grizzry Panda ,1/7,Approx. H23cm,
FIGURE-012603,2016-04-01 00:00:00,14904,Phat Company,Futsuu no Joshikousei ga [LocoDol] Yattemita.,Yui Mikoze,iTANDi ,1/8,Approx. H200mm,
FIG-MOE-8192,2013-07-01 00:00:00,14040,Daiki Kogyo,Sengoku Rance,Yukihime,Masaichiro Usui Keiondo,,Approx. H360mm (Non-scale),
FIG-MOE-5033-R,2012-05-01 00:00:00,8172,FREEing,Oreimo (My Little Sister Can't Be This Cute),Kuroneko(Ruri Gokou),Masato Abe ,1/8,Approx. H190mm,
FIG-MOE-03787-R,2010-12-01 00:00:00,1560,Banpresto,The Melancholy of Haruhi Suzumiya,Haruhi Suzumiya,Vertex ,,Approx. H250mm,
FIGURE-047579-R,2019-04-01 00:00:00,1980,FuRyu,Kizuna AI,Kizuna AI,,,,
FIGURE-040041,2018-11-01 00:00:00,14080,WAVE,"""THE IDOLM@STER"" Series",Yui Ootsuki,Maruhige ,1/8,Approx. H14.5cm,PVC (partially ABS)
FIG-MOE-3521,2011-10-01 00:00:00,9504,ques Q,With you -Mitsumete Itai-,Noemi Itou,Elan Hasumi Shikkoku no J.P.S.,1/7,Approx. H24cm,
FIG-MOE-0292,2009-01-01 00:00:00,14080,Amie-Grand,Ikkitousen (Battle Vixens),Koumei Shokatsuryo,Hiroshi Morikawa GALATEA,1/6,Approx. H18.5cm,
FIG-MOE-0348A,2009-04-01 00:00:00,1130,former SEGA,Neon Genesis Evangelion,Rei Ayanami,Kazuhiko Fujinawa ,,Approx. 18cm,
HOB-FIG-9126,2008-08-01 00:00:00,6994,OrchidSeed,Chichinoe,,Satoshi Ishiyama ,1/6,Approx. H21cm,
FIGURE-012123,2015-12-01 00:00:00,10800,Good Smile Company,PriPara,Laala Manaka,Akinori Urakawa Beehive,1/7,Approx. H220mm,"ABS, PVC"
FIG-MOE-4094,2012-03-01 00:00:00,4104,WAVE,Steins;Gate,Kurisu Makise,Yukio Okumura the poppy puppet,1/10,Approx. H160mm,
FIGURE-032569,2018-03-01 00:00:00,10746,Revolve,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,"Akinori Urakawa, Nobuta Revolve",1/8,Approx. H150mm,
FIGURE-005694,2014-07-01 00:00:00,10780,,ToHeart2,Sasara Kusugawa,Tsuyoshi Takahashi Yi qi yon hua yi bei ju,1/7,Approx. 200mm,
FIG-MOE-7736,2013-10-01 00:00:00,43780,,SoniComi,Super Sonico,Mitsuwa/ K ,1/2,Approx. 91 x 30 x 30cm with base,"Polyresin, Brass, ATBC-PVC/ Base: Wood"
FIGURE-018972,2016-09-01 00:00:00,36666,E2,E2,,Takeshi Miyagawa ,,"Approx. H184mm, W230mm / Base: T5mm, dia. 230mm",Main Part: Coldcast + ATBC-PVC / Base: Acrylic
FIGURE-021604-R,2016-11-01 00:00:00,15400,Genco,"""Queen's Blade"" Series",Tomoe,,1/6,Approx. H27cm,
FIGURE-015604-R,2015-12-01 00:00:00,3280,Banpresto,"""Monogatari"" Series",Shinobu Oshino(Kiss-Shot Acerola-Orion Heart-Under-Blade),,,Approx. H17cm,
FIGURE-033466,2018-01-01 00:00:00,12960,Aquamarine,Oshiete! Galko-chan (Please Tell Me! Galko-chan),Galko,ATSUMI ,1/8,Approx. H210mm,
HOB-FIG-3596,2006-12-01 00:00:00,5280,Ensky,Darkstalkers (Vampire),Lei-Lei,Hideyuki Aoyama Modeler's High,,Approx. H16cm,
FIGURE-015393-R,2016-08-01 00:00:00,9900,Phat Company,"""THE IDOLM@STER"" Series",Anastasia,Hatioto Knead,1/8,Approx. H100 mm,
FIGURE-007737,2014-10-01 00:00:00,13824,Griffon Enterprises,Rozen Maiden,Shinku,TEAM GENESIS ,1/3,Figure Approx. H16cm (approx. H25cm including base),
FIGURE-006161,2014-09-01 00:00:00,9180,FunnyKnights,Kantai Collection -Kan Colle-,I-19(Iku),Ayel ,1/7,Approx. H14.5cm,PVC (partially ABS)
FIGURE-012260,2015-10-01 00:00:00,13824,New Vision Toys,Shirohime Quest,Aizuwakamatsu-jou,Medic ,1/8,H230mm,
FIGURE-000629,2013-08-01 00:00:00,8208,,Vividred Operation,Akane Isshiki,i-con ,1/8,Approx. H15.5cm,
FIGURE-030818,2017-10-01 00:00:00,2600,Banpresto,Fate/stay night,Sakura Matou,,,Approx. H17cm,
FIG-MOE-1770,2010-06-01 00:00:00,8424,First Class,NAKED STAR,Spider Girl,,1/8,Approx. H200mm without the base,
FIG-MOE-2477,2011-07-01 00:00:00,17600,Kurushima Seisakujo,Yasumi-chan,Holiday,Keiko ,1/5.5,Approx. H31cm,
FIGURE-044526-R,2018-12-01 00:00:00,1180,Banpresto,Puella Magi Madoka Magica,Homura Akemi,,,Approx. 22cm (Including bow: Approx. 33cm),
FIGURE-024941,2017-08-01 00:00:00,14080,Flare,Ao no Kanata no Four Rhythm,Misaki Tobisawa,French Doll Cerberus Project TM,,Approx. H225mm,
FIGURE-053807,2020-07-01 00:00:00,15950,Takara Tomy,My Hero Academia (Boku no Hero Academia),Mina Ashido(Pinky),ko_nen modeloft,1/8,Approx. H210mm,"PVC, ABS"
HOB-FIG-3914,2006-08-01 00:00:00,4860,Kaiyodo,Dead or Alive,Kasumi,BOME ,,Approx. H24cm,PVC/ Base: Partly ABS
FIG-MOE-0603A,2009-07-01 00:00:00,1130,former SEGA,Melty Blood,Sion Eltnam Atlasia,,,Approx. H18cm,
HOB-FIG-4476,2007-01-01 00:00:00,4860,Kaiyodo,The Melancholy of Haruhi Suzumiya,Mikuru Asahina,Hirohisa Miyazono ,,Approx. H23cm,"PVC, ABS"
FIGURE-049943-R,2019-06-01 00:00:00,2480,Bandai,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Cocoa Hoto(Cocoa),,,Approx. 12cm,
FIGURE-023022,2017-06-01 00:00:00,9981,Good Smile Company,Saekano: How to Raise a Boring Girlfriend,Megumi Kato,Akinori Urakawa Beehive,1/7,Approx. H240mm,
FIGURE-001688-R,2014-01-01 00:00:00,4620,WAVE,Ginga Kikotai Majestic Prince,Rin Suzukaze,Ken Kawanishi ,1/10,Approx. H165mm,
FIGURE-000478,2013-10-01 00:00:00,18150,,Original Character: Kurushima Seisakujo,MoMo,"work-box, Keiko ",1/5.5,Approx. H23cm,
HOB-FIG-7930-R,2008-04-01 00:00:00,4620,Kotobukiya,ToHeart2,Harumi Kouno,Shokaku Kitaike ,1/8,Approx. L185mm,
HOB-FIG-8911,2010-10-01 00:00:00,5940,Kotobukiya,Little Busters!,Kudryavka Noumi(Kud),Nisshi ,1/8,Approx. H175mm,
FIG-MOE-0726A,2009-07-01 00:00:00,1130,former SEGA,Sangokushi Taisen,Shinkougou,,,Approx. 18cm,
FIGURE-060041-R,,1520,Peanuts Club,Didn't I Say to Make My Abilities Average in the Next Life?!,Mile(Adele von Ascham),,,Approx. H18cm,
FIGURE-046001,2019-06-01 00:00:00,12980,MegaHouse,"""Dragon Ball"" Series",Android 21,Ryutaro Kaminaga Yamanekotei -nekohouse-,,Approx. 21cm,
FIGURE-006924,2015-01-01 00:00:00,10450,WAVE,Rozen Maiden,Suiseiseki,Miki Ousaka Cherry Blossom,,Approx. H14cm (non-scale),
FIGURE-018619,2017-05-01 00:00:00,18900,Revolve,GRANBLUE FANTASY,De La Fille,Nobuta Revolve,1/8,Approx. 230mm,
FIG-MOE-2144,2011-02-01 00:00:00,1320,WAVE,K-On!,Tsumugi Kotobuki,Abira Pladzma Houriki Mokei,,Approx. L90mm (non-scale),
FIGURE-022649-R,,0,WAVE,"""THE IDOLM@STER"" Series",Rika Jougasaki,Zuiko ,1/8,Approx. H20cm,
FIGURE-033495,2018-05-01 00:00:00,1650,Medicom Toy,Girls und Panzer,Darjeeling,Embrace Japan ,1/16,Approx. H100mm,
HOB-FIG-5317,2007-07-01 00:00:00,5965,Toy's Works,Chocotto Sister,Choco,,1/8,Approx. H17 x 6cm,"PVC, ABS"
FIGURE-006828,2014-11-01 00:00:00,14080,,Original Character: Lechery,Shizuku,Lechery ,1/6,,
FIG-MOE-0956,2009-09-01 00:00:00,8580,former Taki Corporation,Ikkitousen (Battle Vixens),Unchou Kan-u,,1/8,,
FIG-MOE-0245-R,2009-12-01 00:00:00,6380,Kotobukiya,,,Naoki Nishimura Pilot,,Approx. H180mm,
FIGURE-033807,2018-04-01 00:00:00,14904,Di molto bene,RWBY,Blake Belladonna,Makoto Yuuneko M.I.C.,1/8,Approx. H230mm,PVC & ABS
FIGURE-026129,2017-04-01 00:00:00,15012,Broccoli,"""Fate"" Series",Tamamo no Mae(Caster/Lancer),Product Arts ,1/8,Approx. H200mm,Main Part: ATBC-PVC / Base: ABS
FIGURE-002124,2014-02-01 00:00:00,9720,Kotobukiya,Muv-Luv Alternative,Sumika Kagami,Yoshinori Itou ,1/7,Approx. H210mm,
FIGURE-007370,2014-11-01 00:00:00,12980,Griffon Enterprises,Queen's Blade,Cattleya,TEAM GENESIS ,1/7,Approx. H16.5 x W20cm,
FIGURE-014989,2016-05-01 00:00:00,17820,Daiki Kogyo,Walkure Romanze,Celia Cumani Aintree,Toshiro ,1/6,Approx. H300 mm,
FIGURE-043095,2019-05-01 00:00:00,15984,SkyTube,Fault!!,Ai Saeki,EGG ,1/6,Approx. H11.5cm (including base),PVC
FIGURE-026642,2018-04-01 00:00:00,19580,Alter,Hyperdimension Neptunia,Neptune(Purple Heart/Next Purple),Munetoshi Makio/Usagi ,1/7,Approx. H350mm (including wing/base),
FIGURE-005044,2020-03-01 00:00:00,12650,Kaitendo,"""Hyakka Ryoran"" Series",Mataemon Araki,Ken Yokota ,,,
FIGURE-014868,2016-04-01 00:00:00,19580,Aizu Project,Kanojo x Kanojo x Kanojo,Akina Orifushi,Sara ,1/6,Approx. H26cm,
FIGURE-055599,2020-08-01 00:00:00,15800,Good Smile Company,"""Fate"" Series",Nero Claudius(Saber/Caster),Ken Kawanishi ,1/7,Approx. H250mm,ATBC-PVC
FIG-MOE-0480,2009-06-01 00:00:00,6994,OrchidSeed,Onegai Teacher (Please Teacher!),Mizuho Kazami,Nekomaru Yamanekotei -nekohouse-,1/7,Approx. H10cm,
FIG-MOE-0328,2010-06-01 00:00:00,6480,Kotobukiya,Toaru Majutsu no Index (A Certain Magical Index),Kuroko Shirai,Shokaku Kitaike ,1/8,Approx. 185mm (Approx.  H200mm including base),
FIGURE-036451,2018-07-01 00:00:00,16500,Daiki Kogyo,Original Character,Cheerio,Radio Wave Paradox ,,Approx. H270mm (non-scale),PVC
FIGURE-026646,2017-10-01 00:00:00,12222,Max Factory,To Love-Ru Darkness,Mikan Yuuki,Nakayaman Max Factory,1/6,Approx. H235mm,
HOB-FIG-2912,2005-12-01 00:00:00,5184,MegaHouse,Busou Renkin,Tokiko Tsumura,,1/8,Approx. 180mm,
HOB-FIG-3745,2006-08-01 00:00:00,8424,Kotobukiya,Dead or Alive,Hitomi,Hiroki Hayashi ,1/6,Approx. H270mm,
FIGURE-037565,2018-09-01 00:00:00,15984,SkyTube,Comic Aun,Erika Mizuhara,HIRO ,1/6,Approx. H28cm (including base),
FIG-MOE-5645-R,2012-07-01 00:00:00,7920,MegaHouse,Queen's Blade Rebellion,Izumi,Norio Kibayashi ,Approx. 1/8,Approx. H200mm,
FIGURE-023227,2017-03-01 00:00:00,11000,Kotobukiya,Puella Magi Madoka Magica,Madoka Kaname,Ryo Hashimoto ,1/8,Approx. H145mm,
HOB-FIG-2985,2006-03-01 00:00:00,2728,WAVE,Neon Genesis Evangelion,Lilith,,,Approx. 14cm (non-scale),
HOB-FIG-4944B,2007-04-01 00:00:00,5378,Toy's Works,Shakugan no Shana,Shana,,1/8,Approx. H19cm,"ATBC-PVC, ABS"
FIG-MOE-0551-R,2009-05-01 00:00:00,6270,MegaHouse,Macross Frontier,Ranka Lee,Shuuji Nakajima ,Approx. 1/8,H125mm,
FIG-MOE-8830,2013-10-01 00:00:00,5060,ques Q,Touhou Project,Remilia Scarlet,Tadashi Kadokawa ,,Approx. L11cm (non-scale),
FIGURE-611048,2021-02-01 00:00:00,15180,MegaHouse,BLEACH,Yoruichi Shihoin,Ponzu PINPOINT,,Approx. H200mm,"PVC, ABS"
FIGURE-019066,2017-05-01 00:00:00,13037,Stronger,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Chino Kafuu(Chino),Kazunari Kouda ,1/7,Approx. H21cm,
FIGURE-054441,2020-10-01 00:00:00,17380,Q-six,Taimanin Asagi,Sakura Igawa,Nollgreco Q-six,1/7,Approx. 15cm *Pole Approx. 20cm,PVC
FIG-MOE-0912,2010-01-01 00:00:00,7344,Pleasant Angels,,,,1/10,Approx. H17cm with base,
FIGURE-028795-R,2017-08-01 00:00:00,1780,Taito,"""VOCALOID"" Series",Hatsune Miku,,,Approx. 18cm,
FIGURE-056757,2020-06-01 00:00:00,19580,Lechery,Original Character,Akane Indo,Souyokusha ,1/5,Approx. H22cm,"Main figure: PVC, ABS / Chain: Metal"
HOB-FIG-9133,2008-10-01 00:00:00,10260,Daiki Kogyo,Bakuretsu Tenshi (Burst Angel),Sei,Takayuki Shiragami Yukishiro,,Approx. H280mm,
FIGURE-045471,2019-05-01 00:00:00,3110,Banpresto,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,,,12cm,
FIG-MOE-2445,2011-06-01 00:00:00,9680,Griffon Enterprises,Touhou Project,Ran Yakumo,,1/8,Approx. H19.5cm,
FIGURE-046262,2019-06-01 00:00:00,2200,Banpresto,"""THE IDOLM@STER"" Series",Nana Abe,,,20cm,
FIGURE-005050,2014-04-01 00:00:00,11440,Griffon Enterprises,Rozen Maiden,Hinaichigo,i-con ,1/3,Approx. H21cm including base/ Approx. H16cm figure alone,
HOB-FIG-4726A,2007-06-01 00:00:00,5964,Movic,PangYa,Arin,Tehu Kitukawa Kitutehu,1/8,Approx. 18cm,
FIGURE-015468-R,2015-12-01 00:00:00,2980,Banpresto,Lupin the 3rd,Fujiko Mine,,,Approx. 14cm,
HOB-FIG-4473,2006-12-01 00:00:00,14520,Griffon Enterprises,Ikkitousen (Battle Vixens),Shimei Ryomou,Ryouichi Ikeda ,,,
FIGURE-011295,2015-12-01 00:00:00,16200,Good Smile Company,Puzzle & Dragons,Hera,iTANDi ,,Approx. H260mm (non-scale),ABS & Non-phthalate PVC
FIG-MOE-3523-R,2012-01-01 00:00:00,6820,WAVE,Loveplus,Nene Anegasaki,Toria Cherry Blossom,1/8,Approx. H200mm,
FIGURE-052145-R,2019-09-01 00:00:00,640,SEGA Interactive,BanG Dream! Girls Band Party!,Moca Aoba,,,Approx. H21cm,
FIGURE-038399,2019-02-01 00:00:00,10780,Emontoys,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Cocoa Hoto(Cocoa),Houjun Otoyama ,1/7,Approx. H210mm (including base),
FIGURE-039945,2018-11-01 00:00:00,12100,Kotobukiya,"""Fate"" Series",Altria Pendragon(Saber/Saber Lily/Saber Alter),Kaoru Sakaki Wonderful Works,1/7,Approx. H240mm (including base),
FIG-MOE-2469,2011-06-01 00:00:00,7480,Griffon Enterprises,Touhou Project,Chen,i-con ,1/8,Approx. H9cm,
FIGURE-055625-R,2020-06-01 00:00:00,17380,Union Creative,,,Miro ,,Approx. H220mm,Main Part: ATBC-PVC / Base: ABS
FIGURE-010616-R,2015-07-01 00:00:00,780,FuRyu,Love Live!,Honoka Kosaka,,,Approx. 6cm,
FIGURE-031069,2017-10-01 00:00:00,1500,Taito,"""VOCALOID"" Series",Hatsune Miku,,,Approx. H18cm,
HOB-FIG-4347,2007-06-01 00:00:00,4536,Kotobukiya,FullAni,Rinko Sakaki,Munetoshi Makio ,1/8,Approx. H200mm,"ABS, PVC"
